msa,name_msa,fipstate,fipscty,name_county
10100,"Aberdeen, SD Micro Area",46,13,"Brown County, South Dakota"
10100,"Aberdeen, SD Micro Area",46,45,"Edmunds County, South Dakota"
10140,"Aberdeen, WA Micro Area",53,27,"Grays Harbor County, Washington"
10180,"Abilene, TX Metro Area",48,59,"Callahan County, Texas"
10180,"Abilene, TX Metro Area",48,253,"Jones County, Texas"
10180,"Abilene, TX Metro Area",48,441,"Taylor County, Texas"
10220,"Ada, OK Micro Area",40,123,"Pontotoc County, Oklahoma"
10300,"Adrian, MI Micro Area",26,91,"Lenawee County, Michigan"
10420,"Akron, OH Metro Area",39,133,"Portage County, Ohio"
10420,"Akron, OH Metro Area",39,153,"Summit County, Ohio"
10460,"Alamogordo, NM Micro Area",35,35,"Otero County, New Mexico"
10500,"Albany, GA Metro Area",13,7,"Baker County, Georgia"
10500,"Albany, GA Metro Area",13,95,"Dougherty County, Georgia"
10500,"Albany, GA Metro Area",13,177,"Lee County, Georgia"
10500,"Albany, GA Metro Area",13,273,"Terrell County, Georgia"
10500,"Albany, GA Metro Area",13,321,"Worth County, Georgia"
10540,"Albany, OR Metro Area",41,43,"Linn County, Oregon"
10580,"Albany-Schenectady-Troy, NY Metro Area",36,1,"Albany County, New York"
10580,"Albany-Schenectady-Troy, NY Metro Area",36,83,"Rensselaer County, New York"
10580,"Albany-Schenectady-Troy, NY Metro Area",36,91,"Saratoga County, New York"
10580,"Albany-Schenectady-Troy, NY Metro Area",36,93,"Schenectady County, New York"
10580,"Albany-Schenectady-Troy, NY Metro Area",36,95,"Schoharie County, New York"
10620,"Albemarle, NC Micro Area",37,167,"Stanly County, North Carolina"
10660,"Albert Lea, MN Micro Area",27,47,"Freeborn County, Minnesota"
10700,"Albertville, AL Micro Area",1,95,"Marshall County, Alabama"
10740,"Albuquerque, NM Metro Area",35,1,"Bernalillo County, New Mexico"
10740,"Albuquerque, NM Metro Area",35,43,"Sandoval County, New Mexico"
10740,"Albuquerque, NM Metro Area",35,57,"Torrance County, New Mexico"
10740,"Albuquerque, NM Metro Area",35,61,"Valencia County, New Mexico"
10760,"Alexander City, AL Micro Area",1,123,"Tallapoosa County, Alabama"
10780,"Alexandria, LA Metro Area",22,43,"Grant Parish, Louisiana"
10780,"Alexandria, LA Metro Area",22,79,"Rapides Parish, Louisiana"
10820,"Alexandria, MN Micro Area",27,41,"Douglas County, Minnesota"
10860,"Alice, TX Micro Area",48,249,"Jim Wells County, Texas"
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",34,41,"Warren County, New Jersey"
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42,25,"Carbon County, Pennsylvania"
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42,77,"Lehigh County, Pennsylvania"
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42,95,"Northampton County, Pennsylvania"
10940,"Alma, MI Micro Area",26,57,"Gratiot County, Michigan"
10980,"Alpena, MI Micro Area",26,7,"Alpena County, Michigan"
11020,"Altoona, PA Metro Area",42,13,"Blair County, Pennsylvania"
11060,"Altus, OK Micro Area",40,65,"Jackson County, Oklahoma"
11100,"Amarillo, TX Metro Area",48,11,"Armstrong County, Texas"
11100,"Amarillo, TX Metro Area",48,65,"Carson County, Texas"
11100,"Amarillo, TX Metro Area",48,359,"Oldham County, Texas"
11100,"Amarillo, TX Metro Area",48,375,"Potter County, Texas"
11100,"Amarillo, TX Metro Area",48,381,"Randall County, Texas"
11140,"Americus, GA Micro Area",13,249,"Schley County, Georgia"
11140,"Americus, GA Micro Area",13,261,"Sumter County, Georgia"
11180,"Ames, IA Metro Area",19,169,"Story County, Iowa"
11220,"Amsterdam, NY Micro Area",36,57,"Montgomery County, New York"
11260,"Anchorage, AK Metro Area",2,20,"Anchorage Municipality, Alaska"
11260,"Anchorage, AK Metro Area",2,170,"Matanuska-Susitna Borough, Alaska"
11380,"Andrews, TX Micro Area",48,3,"Andrews County, Texas"
11420,"Angola, IN Micro Area",18,151,"Steuben County, Indiana"
11460,"Ann Arbor, MI Metro Area",26,161,"Washtenaw County, Michigan"
11500,"Anniston-Oxford-Jacksonville, AL Metro Area",1,15,"Calhoun County, Alabama"
11540,"Appleton, WI Metro Area",55,15,"Calumet County, Wisconsin"
11540,"Appleton, WI Metro Area",55,87,"Outagamie County, Wisconsin"
11580,"Arcadia, FL Micro Area",12,27,"DeSoto County, Florida"
11620,"Ardmore, OK Micro Area",40,19,"Carter County, Oklahoma"
11660,"Arkadelphia, AR Micro Area",5,19,"Clark County, Arkansas"
11680,"Arkansas City-Winfield, KS Micro Area",20,35,"Cowley County, Kansas"
11700,"Asheville, NC Metro Area",37,21,"Buncombe County, North Carolina"
11700,"Asheville, NC Metro Area",37,87,"Haywood County, North Carolina"
11700,"Asheville, NC Metro Area",37,89,"Henderson County, North Carolina"
11700,"Asheville, NC Metro Area",37,115,"Madison County, North Carolina"
11740,"Ashland, OH Micro Area",39,5,"Ashland County, Ohio"
11780,"Ashtabula, OH Micro Area",39,7,"Ashtabula County, Ohio"
11820,"Astoria, OR Micro Area",41,7,"Clatsop County, Oregon"
11860,"Atchison, KS Micro Area",20,5,"Atchison County, Kansas"
11900,"Athens, OH Micro Area",39,9,"Athens County, Ohio"
11940,"Athens, TN Micro Area",47,107,"McMinn County, Tennessee"
11980,"Athens, TX Micro Area",48,213,"Henderson County, Texas"
12020,"Athens-Clarke County, GA Metro Area",13,59,"Clarke County, Georgia"
12020,"Athens-Clarke County, GA Metro Area",13,195,"Madison County, Georgia"
12020,"Athens-Clarke County, GA Metro Area",13,219,"Oconee County, Georgia"
12020,"Athens-Clarke County, GA Metro Area",13,221,"Oglethorpe County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,13,"Barrow County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,15,"Bartow County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,35,"Butts County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,45,"Carroll County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,57,"Cherokee County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,63,"Clayton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,67,"Cobb County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,77,"Coweta County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,85,"Dawson County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,89,"DeKalb County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,97,"Douglas County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,113,"Fayette County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,117,"Forsyth County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,121,"Fulton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,135,"Gwinnett County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,143,"Haralson County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,149,"Heard County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,151,"Henry County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,159,"Jasper County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,171,"Lamar County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,199,"Meriwether County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,211,"Morgan County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,217,"Newton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,223,"Paulding County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,227,"Pickens County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,231,"Pike County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,247,"Rockdale County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,255,"Spalding County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13,297,"Walton County, Georgia"
12100,"Atlantic City-Hammonton, NJ Metro Area",34,1,"Atlantic County, New Jersey"
12120,"Atmore, AL Micro Area",1,53,"Escambia County, Alabama"
12140,"Auburn, IN Micro Area",18,33,"DeKalb County, Indiana"
12180,"Auburn, NY Micro Area",36,11,"Cayuga County, New York"
12220,"Auburn-Opelika, AL Metro Area",1,81,"Lee County, Alabama"
12260,"Augusta-Richmond County, GA-SC Metro Area",13,33,"Burke County, Georgia"
12260,"Augusta-Richmond County, GA-SC Metro Area",13,73,"Columbia County, Georgia"
12260,"Augusta-Richmond County, GA-SC Metro Area",13,181,"Lincoln County, Georgia"
12260,"Augusta-Richmond County, GA-SC Metro Area",13,189,"McDuffie County, Georgia"
12260,"Augusta-Richmond County, GA-SC Metro Area",13,245,"Richmond County, Georgia"
12260,"Augusta-Richmond County, GA-SC Metro Area",45,3,"Aiken County, South Carolina"
12260,"Augusta-Richmond County, GA-SC Metro Area",45,37,"Edgefield County, South Carolina"
12300,"Augusta-Waterville, ME Micro Area",23,11,"Kennebec County, Maine"
12380,"Austin, MN Micro Area",27,99,"Mower County, Minnesota"
12420,"Austin-Round Rock, TX Metro Area",48,21,"Bastrop County, Texas"
12420,"Austin-Round Rock, TX Metro Area",48,55,"Caldwell County, Texas"
12420,"Austin-Round Rock, TX Metro Area",48,209,"Hays County, Texas"
12420,"Austin-Round Rock, TX Metro Area",48,453,"Travis County, Texas"
12420,"Austin-Round Rock, TX Metro Area",48,491,"Williamson County, Texas"
12460,"Bainbridge, GA Micro Area",13,87,"Decatur County, Georgia"
12540,"Bakersfield, CA Metro Area",6,29,"Kern County, California"
12580,"Baltimore-Columbia-Towson, MD Metro Area",24,3,"Anne Arundel County, Maryland"
12580,"Baltimore-Columbia-Towson, MD Metro Area",24,5,"Baltimore County, Maryland"
12580,"Baltimore-Columbia-Towson, MD Metro Area",24,13,"Carroll County, Maryland"
12580,"Baltimore-Columbia-Towson, MD Metro Area",24,25,"Harford County, Maryland"
12580,"Baltimore-Columbia-Towson, MD Metro Area",24,27,"Howard County, Maryland"
12580,"Baltimore-Columbia-Towson, MD Metro Area",24,35,"Queen Anne's County, Maryland"
12580,"Baltimore-Columbia-Towson, MD Metro Area",24,510,"Baltimore city, Maryland"
12620,"Bangor, ME Metro Area",23,19,"Penobscot County, Maine"
12660,"Baraboo, WI Micro Area",55,111,"Sauk County, Wisconsin"
12680,"Bardstown, KY Micro Area",21,179,"Nelson County, Kentucky"
12700,"Barnstable Town, MA Metro Area",25,1,"Barnstable County, Massachusetts"
12740,"Barre, VT Micro Area",50,23,"Washington County, Vermont"
12780,"Bartlesville, OK Micro Area",40,147,"Washington County, Oklahoma"
12820,"Bastrop, LA Micro Area",22,67,"Morehouse Parish, Louisiana"
12860,"Batavia, NY Micro Area",36,37,"Genesee County, New York"
12900,"Batesville, AR Micro Area",5,63,"Independence County, Arkansas"
12940,"Baton Rouge, LA Metro Area",22,5,"Ascension Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,33,"East Baton Rouge Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,37,"East Feliciana Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,47,"Iberville Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,63,"Livingston Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,77,"Pointe Coupee Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,91,"St. Helena Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,121,"West Baton Rouge Parish, Louisiana"
12940,"Baton Rouge, LA Metro Area",22,125,"West Feliciana Parish, Louisiana"
12980,"Battle Creek, MI Metro Area",26,25,"Calhoun County, Michigan"
13020,"Bay City, MI Metro Area",26,17,"Bay County, Michigan"
13060,"Bay City, TX Micro Area",48,321,"Matagorda County, Texas"
13100,"Beatrice, NE Micro Area",31,67,"Gage County, Nebraska"
13140,"Beaumont-Port Arthur, TX Metro Area",48,199,"Hardin County, Texas"
13140,"Beaumont-Port Arthur, TX Metro Area",48,245,"Jefferson County, Texas"
13140,"Beaumont-Port Arthur, TX Metro Area",48,351,"Newton County, Texas"
13140,"Beaumont-Port Arthur, TX Metro Area",48,361,"Orange County, Texas"
13180,"Beaver Dam, WI Micro Area",55,27,"Dodge County, Wisconsin"
13220,"Beckley, WV Metro Area",54,19,"Fayette County, West Virginia"
13220,"Beckley, WV Metro Area",54,81,"Raleigh County, West Virginia"
13260,"Bedford, IN Micro Area",18,93,"Lawrence County, Indiana"
13300,"Beeville, TX Micro Area",48,25,"Bee County, Texas"
13340,"Bellefontaine, OH Micro Area",39,91,"Logan County, Ohio"
13380,"Bellingham, WA Metro Area",53,73,"Whatcom County, Washington"
13420,"Bemidji, MN Micro Area",27,7,"Beltrami County, Minnesota"
13460,"Bend-Redmond, OR Metro Area",41,17,"Deschutes County, Oregon"
13500,"Bennettsville, SC Micro Area",45,69,"Marlboro County, South Carolina"
13540,"Bennington, VT Micro Area",50,3,"Bennington County, Vermont"
13620,"Berlin, NH-VT Micro Area",33,7,"Coos County, New Hampshire"
13620,"Berlin, NH-VT Micro Area",50,9,"Essex County, Vermont"
13660,"Big Rapids, MI Micro Area",26,107,"Mecosta County, Michigan"
13700,"Big Spring, TX Micro Area",48,173,"Glasscock County, Texas"
13700,"Big Spring, TX Micro Area",48,227,"Howard County, Texas"
13720,"Big Stone Gap, VA Micro Area",51,51,"Dickenson County, Virginia"
13720,"Big Stone Gap, VA Micro Area",51,195,"Wise County, Virginia"
13720,"Big Stone Gap, VA Micro Area",51,720,"Norton city, Virginia"
13740,"Billings, MT Metro Area",30,9,"Carbon County, Montana"
13740,"Billings, MT Metro Area",30,37,"Golden Valley County, Montana"
13740,"Billings, MT Metro Area",30,111,"Yellowstone County, Montana"
13780,"Binghamton, NY Metro Area",36,7,"Broome County, New York"
13780,"Binghamton, NY Metro Area",36,107,"Tioga County, New York"
13820,"Birmingham-Hoover, AL Metro Area",1,7,"Bibb County, Alabama"
13820,"Birmingham-Hoover, AL Metro Area",1,9,"Blount County, Alabama"
13820,"Birmingham-Hoover, AL Metro Area",1,21,"Chilton County, Alabama"
13820,"Birmingham-Hoover, AL Metro Area",1,73,"Jefferson County, Alabama"
13820,"Birmingham-Hoover, AL Metro Area",1,115,"St. Clair County, Alabama"
13820,"Birmingham-Hoover, AL Metro Area",1,117,"Shelby County, Alabama"
13820,"Birmingham-Hoover, AL Metro Area",1,127,"Walker County, Alabama"
13900,"Bismarck, ND Metro Area",38,15,"Burleigh County, North Dakota"
13900,"Bismarck, ND Metro Area",38,59,"Morton County, North Dakota"
13900,"Bismarck, ND Metro Area",38,65,"Oliver County, North Dakota"
13900,"Bismarck, ND Metro Area",38,85,"Sioux County, North Dakota"
13940,"Blackfoot, ID Micro Area",16,11,"Bingham County, Idaho"
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",51,63,"Floyd County, Virginia"
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",51,71,"Giles County, Virginia"
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",51,121,"Montgomery County, Virginia"
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",51,155,"Pulaski County, Virginia"
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",51,750,"Radford city, Virginia"
14010,"Bloomington, IL Metro Area",17,39,"De Witt County, Illinois"
14010,"Bloomington, IL Metro Area",17,113,"McLean County, Illinois"
14020,"Bloomington, IN Metro Area",18,105,"Monroe County, Indiana"
14020,"Bloomington, IN Metro Area",18,119,"Owen County, Indiana"
14100,"Bloomsburg-Berwick, PA Metro Area",42,37,"Columbia County, Pennsylvania"
14100,"Bloomsburg-Berwick, PA Metro Area",42,93,"Montour County, Pennsylvania"
14140,"Bluefield, WV-VA Micro Area",51,185,"Tazewell County, Virginia"
14140,"Bluefield, WV-VA Micro Area",54,55,"Mercer County, West Virginia"
14180,"Blytheville, AR Micro Area",5,93,"Mississippi County, Arkansas"
14220,"Bogalusa, LA Micro Area",22,117,"Washington Parish, Louisiana"
14260,"Boise City, ID Metro Area",16,1,"Ada County, Idaho"
14260,"Boise City, ID Metro Area",16,15,"Boise County, Idaho"
14260,"Boise City, ID Metro Area",16,27,"Canyon County, Idaho"
14260,"Boise City, ID Metro Area",16,45,"Gem County, Idaho"
14260,"Boise City, ID Metro Area",16,73,"Owyhee County, Idaho"
14300,"Bonham, TX Micro Area",48,147,"Fannin County, Texas"
14340,"Boone, IA Micro Area",19,15,"Boone County, Iowa"
14380,"Boone, NC Micro Area",37,189,"Watauga County, North Carolina"
14420,"Borger, TX Micro Area",48,233,"Hutchinson County, Texas"
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",25,9,"Essex County, Massachusetts"
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",25,17,"Middlesex County, Massachusetts"
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",25,21,"Norfolk County, Massachusetts"
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",25,23,"Plymouth County, Massachusetts"
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",25,25,"Suffolk County, Massachusetts"
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",33,15,"Rockingham County, New Hampshire"
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",33,17,"Strafford County, New Hampshire"
14500,"Boulder, CO Metro Area",8,13,"Boulder County, Colorado"
14540,"Bowling Green, KY Metro Area",21,3,"Allen County, Kentucky"
14540,"Bowling Green, KY Metro Area",21,31,"Butler County, Kentucky"
14540,"Bowling Green, KY Metro Area",21,61,"Edmonson County, Kentucky"
14540,"Bowling Green, KY Metro Area",21,227,"Warren County, Kentucky"
14580,"Bozeman, MT Micro Area",30,31,"Gallatin County, Montana"
14620,"Bradford, PA Micro Area",42,83,"McKean County, Pennsylvania"
14660,"Brainerd, MN Micro Area",27,21,"Cass County, Minnesota"
14660,"Brainerd, MN Micro Area",27,35,"Crow Wing County, Minnesota"
14700,"Branson, MO Micro Area",29,209,"Stone County, Missouri"
14700,"Branson, MO Micro Area",29,213,"Taney County, Missouri"
14720,"Breckenridge, CO Micro Area",8,117,"Summit County, Colorado"
14740,"Bremerton-Silverdale, WA Metro Area",53,35,"Kitsap County, Washington"
14780,"Brenham, TX Micro Area",48,477,"Washington County, Texas"
14820,"Brevard, NC Micro Area",37,175,"Transylvania County, North Carolina"
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",9,1,"Fairfield County, Connecticut"
15020,"Brookhaven, MS Micro Area",28,85,"Lincoln County, Mississippi"
15060,"Brookings, OR Micro Area",41,15,"Curry County, Oregon"
15100,"Brookings, SD Micro Area",46,11,"Brookings County, South Dakota"
15140,"Brownsville, TN Micro Area",47,75,"Haywood County, Tennessee"
15180,"Brownsville-Harlingen, TX Metro Area",48,61,"Cameron County, Texas"
15220,"Brownwood, TX Micro Area",48,49,"Brown County, Texas"
15260,"Brunswick, GA Metro Area",13,25,"Brantley County, Georgia"
15260,"Brunswick, GA Metro Area",13,127,"Glynn County, Georgia"
15260,"Brunswick, GA Metro Area",13,191,"McIntosh County, Georgia"
15340,"Bucyrus, OH Micro Area",39,33,"Crawford County, Ohio"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",36,29,"Erie County, New York"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",36,63,"Niagara County, New York"
15420,"Burley, ID Micro Area",16,31,"Cassia County, Idaho"
15420,"Burley, ID Micro Area",16,67,"Minidoka County, Idaho"
15460,"Burlington, IA-IL Micro Area",17,71,"Henderson County, Illinois"
15460,"Burlington, IA-IL Micro Area",19,57,"Des Moines County, Iowa"
15500,"Burlington, NC Metro Area",37,1,"Alamance County, North Carolina"
15540,"Burlington-South Burlington, VT Metro Area",50,7,"Chittenden County, Vermont"
15540,"Burlington-South Burlington, VT Metro Area",50,11,"Franklin County, Vermont"
15540,"Burlington-South Burlington, VT Metro Area",50,13,"Grand Isle County, Vermont"
15580,"Butte-Silver Bow, MT Micro Area",30,93,"Silver Bow County, Montana"
15620,"Cadillac, MI Micro Area",26,113,"Missaukee County, Michigan"
15620,"Cadillac, MI Micro Area",26,165,"Wexford County, Michigan"
15660,"Calhoun, GA Micro Area",13,129,"Gordon County, Georgia"
15680,"California-Lexington Park, MD Metro Area",24,37,"St. Mary's County, Maryland"
15700,"Cambridge, MD Micro Area",24,19,"Dorchester County, Maryland"
15740,"Cambridge, OH Micro Area",39,59,"Guernsey County, Ohio"
15780,"Camden, AR Micro Area",5,13,"Calhoun County, Arkansas"
15780,"Camden, AR Micro Area",5,103,"Ouachita County, Arkansas"
15820,"Campbellsville, KY Micro Area",21,217,"Taylor County, Kentucky"
15860,"Ca±on City, CO Micro Area",8,43,"Fremont County, Colorado"
15900,"Canton, IL Micro Area",17,57,"Fulton County, Illinois"
15940,"Canton-Massillon, OH Metro Area",39,19,"Carroll County, Ohio"
15940,"Canton-Massillon, OH Metro Area",39,151,"Stark County, Ohio"
15980,"Cape Coral-Fort Myers, FL Metro Area",12,71,"Lee County, Florida"
16020,"Cape Girardeau, MO-IL Metro Area",17,3,"Alexander County, Illinois"
16020,"Cape Girardeau, MO-IL Metro Area",29,17,"Bollinger County, Missouri"
16020,"Cape Girardeau, MO-IL Metro Area",29,31,"Cape Girardeau County, Missouri"
16060,"Carbondale-Marion, IL Metro Area",17,77,"Jackson County, Illinois"
16060,"Carbondale-Marion, IL Metro Area",17,199,"Williamson County, Illinois"
16100,"Carlsbad-Artesia, NM Micro Area",35,15,"Eddy County, New Mexico"
16140,"Carroll, IA Micro Area",19,27,"Carroll County, Iowa"
16180,"Carson City, NV Metro Area",32,510,"Carson City, Nevada"
16220,"Casper, WY Metro Area",56,25,"Natrona County, Wyoming"
16260,"Cedar City, UT Micro Area",49,21,"Iron County, Utah"
16300,"Cedar Rapids, IA Metro Area",19,11,"Benton County, Iowa"
16300,"Cedar Rapids, IA Metro Area",19,105,"Jones County, Iowa"
16300,"Cedar Rapids, IA Metro Area",19,113,"Linn County, Iowa"
16340,"Cedartown, GA Micro Area",13,233,"Polk County, Georgia"
16380,"Celina, OH Micro Area",39,107,"Mercer County, Ohio"
16420,"Central City, KY Micro Area",21,177,"Muhlenberg County, Kentucky"
16460,"Centralia, IL Micro Area",17,121,"Marion County, Illinois"
16500,"Centralia, WA Micro Area",53,41,"Lewis County, Washington"
16540,"Chambersburg-Waynesboro, PA Metro Area",42,55,"Franklin County, Pennsylvania"
16580,"Champaign-Urbana, IL Metro Area",17,19,"Champaign County, Illinois"
16580,"Champaign-Urbana, IL Metro Area",17,53,"Ford County, Illinois"
16580,"Champaign-Urbana, IL Metro Area",17,147,"Piatt County, Illinois"
16620,"Charleston, WV Metro Area",54,5,"Boone County, West Virginia"
16620,"Charleston, WV Metro Area",54,15,"Clay County, West Virginia"
16620,"Charleston, WV Metro Area",54,39,"Kanawha County, West Virginia"
16660,"Charleston-Mattoon, IL Micro Area",17,29,"Coles County, Illinois"
16660,"Charleston-Mattoon, IL Micro Area",17,35,"Cumberland County, Illinois"
16700,"Charleston-North Charleston, SC Metro Area",45,15,"Berkeley County, South Carolina"
16700,"Charleston-North Charleston, SC Metro Area",45,19,"Charleston County, South Carolina"
16700,"Charleston-North Charleston, SC Metro Area",45,35,"Dorchester County, South Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37,25,"Cabarrus County, North Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37,71,"Gaston County, North Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37,97,"Iredell County, North Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37,109,"Lincoln County, North Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37,119,"Mecklenburg County, North Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37,159,"Rowan County, North Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37,179,"Union County, North Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",45,23,"Chester County, South Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",45,57,"Lancaster County, South Carolina"
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",45,91,"York County, South Carolina"
16820,"Charlottesville, VA Metro Area",51,3,"Albemarle County, Virginia"
16820,"Charlottesville, VA Metro Area",51,29,"Buckingham County, Virginia"
16820,"Charlottesville, VA Metro Area",51,65,"Fluvanna County, Virginia"
16820,"Charlottesville, VA Metro Area",51,79,"Greene County, Virginia"
16820,"Charlottesville, VA Metro Area",51,125,"Nelson County, Virginia"
16820,"Charlottesville, VA Metro Area",51,540,"Charlottesville city, Virginia"
16860,"Chattanooga, TN-GA Metro Area",13,47,"Catoosa County, Georgia"
16860,"Chattanooga, TN-GA Metro Area",13,83,"Dade County, Georgia"
16860,"Chattanooga, TN-GA Metro Area",13,295,"Walker County, Georgia"
16860,"Chattanooga, TN-GA Metro Area",47,65,"Hamilton County, Tennessee"
16860,"Chattanooga, TN-GA Metro Area",47,115,"Marion County, Tennessee"
16860,"Chattanooga, TN-GA Metro Area",47,153,"Sequatchie County, Tennessee"
16940,"Cheyenne, WY Metro Area",56,21,"Laramie County, Wyoming"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,31,"Cook County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,37,"DeKalb County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,43,"DuPage County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,63,"Grundy County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,89,"Kane County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,93,"Kendall County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,97,"Lake County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,111,"McHenry County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",17,197,"Will County, Illinois"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",18,73,"Jasper County, Indiana"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",18,89,"Lake County, Indiana"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",18,111,"Newton County, Indiana"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",18,127,"Porter County, Indiana"
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",55,59,"Kenosha County, Wisconsin"
17020,"Chico, CA Metro Area",6,7,"Butte County, California"
17060,"Chillicothe, OH Micro Area",39,141,"Ross County, Ohio"
17140,"Cincinnati, OH-KY-IN Metro Area",18,29,"Dearborn County, Indiana"
17140,"Cincinnati, OH-KY-IN Metro Area",18,115,"Ohio County, Indiana"
17140,"Cincinnati, OH-KY-IN Metro Area",18,161,"Union County, Indiana"
17140,"Cincinnati, OH-KY-IN Metro Area",21,15,"Boone County, Kentucky"
17140,"Cincinnati, OH-KY-IN Metro Area",21,23,"Bracken County, Kentucky"
